report_id,occur_location,shift_type,location_type,crime_description,occur_neighborhood,occur_latitude,occur_longitude,occur_time
172672067,2608 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,18,AGG ASSAULT,Center Hill,33.77552,-84.47238,2017-09-24 21:15:00
172672299,384 SUNSET AVE NW,Morning Watch,26,AGG ASSAULT,English Avenue,33.76512,-84.41008000000001,2017-09-24 23:30:00
172670800,2424 ARNO DR NW,Day Watch,20,BURGLARY-RESIDENCE,Carver Hills,33.79915,-84.46794,2017-09-23 14:00:00
172670889,1340 GEORGE W BRUMLEY WAY,Day Watch,20,BURGLARY-RESIDENCE,Edgewood,33.75258,-84.34371,2017-09-23 00:00:00
172671701,390 STOVALL ST SE,Evening Watch,26,BURGLARY-RESIDENCE,Ormewood Park,33.7436,-84.35429,2017-09-24 13:00:00
172672083,600 GREENSFERRY AVE SW,Evening Watch,26,BURGLARY-RESIDENCE,The Villages at Castleberry Hill,33.74662,-84.40755,2017-09-24 18:45:00
172672146,500 HUTCHENS RD SE,Morning Watch,20,BURGLARY-RESIDENCE,South River Gardens,33.671440000000004,-84.37116,2017-09-24 20:40:00
172680839,179 3RD AVE SE,Day Watch,20,BURGLARY-RESIDENCE,East Lake,33.74783,-84.30846,2017-09-25 09:00:00
172680905,1183 MERRILL AVE SW,Morning Watch,20,BURGLARY-RESIDENCE,Oakland City,33.72878,-84.42658,2017-09-24 20:30:00
172681307,1866 BRANDYWINE ST SW,Day Watch,20,BURGLARY-RESIDENCE,Sylvan Hills,33.70388,-84.41698000000001,2017-09-25 09:15:00
172681487,1235 MARTIN L KING JR DR NW,Evening Watch,20,BURGLARY-RESIDENCE,Hunter Hills,33.75356,-84.42773000000001,2017-09-25 13:00:00
172681612,1700 STANTON RD SW,Evening Watch,20,BURGLARY-RESIDENCE,,33.709070000000004,-84.44364,2017-09-25 07:10:00
172681733,2907 3RD AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,Hammond Park,33.67626,-84.40562,2017-09-25 06:00:00
172681922,431 PARKWAY DR NE,Evening Watch,20,BURGLARY-RESIDENCE,Old Fourth Ward,33.76612,-84.37329,2017-09-25 17:30:00
172682348,924 WASHINGTON ST SW,Evening Watch,20,BURGLARY-RESIDENCE,Peoplestown,33.72963,-84.39084,2017-09-25 05:00:00
172682248,3120 HAZELWOOD DR SW,Morning Watch,20,BURGLARY-RESIDENCE,Magnum Manor,33.72746,-84.49051,2017-09-20 01:00:00
172682287,136 VINE ST NW,Evening Watch,20,BURGLARY-RESIDENCE,Vine City,33.758340000000004,-84.40791,2017-09-25 17:00:00
172680157,400 VINE ST,Morning Watch,4,BURGLARY-NONRES,English Avenue,33.7656,-84.40785,2017-09-25 01:26:00
172680418,2885 LAKEWOOD AVE SW,Morning Watch,21,BURGLARY-NONRES,Sylvan Hills,33.697309999999995,-84.41113,2017-09-25 00:00:00
172680639,640 NORTH AVE NW,Day Watch,6,BURGLARY-NONRES,English Avenue,33.769940000000005,-84.40807,2017-09-23 16:30:00
172680539,429 CARTER AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,,33.737840000000006,-84.30481999999999,2017-09-25 01:30:00
172680698,485 CARTER AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,,33.73845,-84.30274,2017-09-25 00:00:00
172681675,45 IVAN ALLEN JR BLVD NE,Evening Watch,14,BURGLARY-RESIDENCE,Downtown,33.76457,-84.38619,2017-09-25 05:44:00
172680643,95 PEYTON RD SW,Day Watch,99,BURGLARY-NONRES,Harland Terrace,33.75045,-84.46826,2017-09-23 19:00:00
172681565,501 CONNELL AVE SW,Evening Watch,20,BURGLARY-NONRES,Perkerson,33.68327,-84.40661999999999,2017-09-25 08:00:00
172682243,1845 PIEDMONT AVE NE,Evening Watch,2,BURGLARY-RESIDENCE,Morningside/Lenox Park,33.806459999999994,-84.36665,2017-09-25 20:00:00
172682432,3378 GREENBRIAR PKWY SW,Evening Watch,26,BURGLARY-RESIDENCE,,33.68387,-84.50204000000001,2017-09-25 21:00:00
172681977,320 FAIRBURN RD SW,Evening Watch,26,AGG ASSAULT,Fairburn Mays,33.7451,-84.50858000000001,2017-09-25 16:30:00
172682016,261 STAFFORD ST NW,Evening Watch,13,AGG ASSAULT,Hunter Hills,33.7621,-84.42509,2017-09-25 18:00:00
172682510,2850 KATHRYN CIR SW,Unknown,13,AGG ASSAULT,Deerwood,33.676590000000004,-84.51032,2017-09-25 23:07:00
172681709,533 WESTMEATH DR SW,Evening Watch,20,AGG ASSAULT,Westview,33.74055,-84.44612,2017-09-25 16:04:00
172680299,1050 LENOX PARK BLVD NE,Morning Watch,26,AGG ASSAULT,Pine Hills,33.850159999999995,-84.34846,2017-09-25 03:04:00
172680811,1960 PERKERSON RD SW,Day Watch,7,AGG ASSAULT,Sylvan Hills,33.699940000000005,-84.41761,2017-09-25 09:25:00
172681458,2580 LOIS LN SE,Day Watch,20,AGG ASSAULT,Browns Mill Park,33.68441,-84.38744,2017-09-25 14:04:00
172681538,887 BRIDGEWATER ST SW,Evening Watch,13,AGG ASSAULT,Sylvan Hills,33.7028,-84.41767,2017-09-25 14:40:00
172682028,812 RALPH D ABERNATHY BLVD SW,Evening Watch,7,AGG ASSAULT,West End,33.73815,-84.41457,2017-09-25 18:00:00
172682048,2231 PENELOPE ST NW,Evening Watch,20,AGG ASSAULT,Dixie Hills,33.75636,-84.45711,2017-09-25 18:21:00
172682077,765 MCDANIEL ST SW,Evening Watch,20,AGG ASSAULT,Pittsburgh,33.733959999999996,-84.40177,2017-09-25 18:30:00
172682196,1905 JOSEPH E BOONE BLVD NW,Evening Watch,,AGG ASSAULT,Grove Park,33.76398,-84.44951999999999,2017-09-25 19:30:00
172682225,2275 JOESPH E BOONE BLVD NW,Evening Watch,20,AGG ASSAULT,Center Hill,33.76364,-84.46063000000001,2017-09-25 19:54:00
172682385,3041 LANDRUM DR SW,Evening Watch,13,AGG ASSAULT,Southwest,33.7064,-84.48853000000001,2017-09-25 21:05:00
172681357,2600 MARTIN L KING JR DR SW,Day Watch,9,ROBBERY-COMMERCIAL,Harland Terrace,33.7535,-84.47273,2017-09-25 13:15:00
172680142,200 PEYTON PL SW,Morning Watch,26,AUTO THEFT,Harland Terrace,33.7499,-84.47534,2017-09-25 01:15:00
172680325,2770 PEYTON RD NW,Morning Watch,18,AUTO THEFT,Riverside,33.807959999999994,-84.47828,2017-09-25 03:15:00
172680580,675 GREYSTONE PARK NE,Morning Watch,20,AUTO THEFT,Morningside/Lenox Park,33.80049,-84.36585,2017-09-24 22:30:00
172681779,3004 PIEDMONT RD NE,Evening Watch,23,AUTO THEFT,Garden Hills,33.83667,-84.36813000000001,2017-09-25 16:29:00
172682099,1838 METROPOLITAN PKWY SW,Evening Watch,18,AUTO THEFT,Sylvan Hills,33.70406,-84.40794,2017-09-25 18:50:00
172682101,3348 PEACHTREE RD NE,Evening Watch,18,AUTO THEFT,North Buckhead,33.84663,-84.3683,2017-09-24 23:00:00
172682274,969 MARIETTA ST NW,Evening Watch,21,AUTO THEFT,Marietta Street Artery,33.77828,-84.4091,2017-09-25 20:00:00
172680124,1545 NORTHSIDE DR,Morning Watch,23,ROBBERY-PEDESTRIAN,Loring Heights,33.79746,-84.40773,2017-09-25 01:06:00
172681787,850 OAK ST SW @WEST END MALL,Evening Watch,18,ROBBERY-PEDESTRIAN,West End,33.74053,-84.41671,2017-09-25 16:31:00
172681933,330 WESTCHESTER BLVD NW,Morning Watch,13,ROBBERY-PEDESTRIAN,Grove Park,33.76485,-84.4523,2017-09-22 11:50:00
172680989,1638 MAYFLOWER AVE SW,Day Watch,13,AUTO THEFT,Cascade Avenue/Road,33.72888,-84.44153,2017-09-24 17:00:00
172680422,680 LEE ST ,Morning Watch,13,ROBBERY-PEDESTRIAN,West End,33.73608,-84.41364,2017-09-25 04:30:00
172681521,250 FORSYTH ST SW,Evening Watch,10,ROBBERY-PEDESTRIAN,Downtown,33.74775,-84.39723000000001,2017-09-25 14:15:00
172681036,562 MUSE ST SW,Day Watch,20,LARCENY-NON VEHICLE,Westview,33.73973,-84.43328000000001,2017-09-15 18:00:00
172681349,199 MITCHELL ST SW,Evening Watch,21,LARCENY-NON VEHICLE,Downtown,33.75168,-84.39416999999999,2017-09-24 22:30:00
172681651,1080 S RIVER INDUSTRIAL BLVD SE,Evening Watch,29,LARCENY-NON VEHICLE,Rebel Valley Forest,33.68307,-84.35405,2017-09-25 17:00:00
172681855,3885 PRINCETON LAKES WAY SW,Evening Watch,9,LARCENY-NON VEHICLE,Princeton Lakes,33.66093,-84.51339,2017-09-25 17:00:00
172682014,1082 METROPOLITAN PKWY SW,Evening Watch,20,LARCENY-NON VEHICLE,Pittsburgh,33.72531,-84.40779,2017-09-21 08:00:00
172682108,82 CLEVELAND ST SE,Evening Watch,20,LARCENY-NON VEHICLE,Reynoldstown,33.75122,-84.35035,2017-09-23 23:56:00
172682345,98 FORSYTH ST NW,Evening Watch,21,LARCENY-NON VEHICLE,Downtown,33.757220000000004,-84.38868000000001,2017-09-25 18:00:00
172681355,580 MCDONOUGH BLVD SE,Day Watch,12,LARCENY-NON VEHICLE,Chosewood Park,33.71392,-84.36899,2017-09-25 06:00:00
172680969,391 17TH ST NW,Morning Watch,18,LARCENY-NON VEHICLE,Atlantic Station,33.791090000000004,-84.40088,2017-09-19 09:00:00
172680753,2637 OLD HAPEVILLE RD SW,Day Watch,18,LARCENY-FROM VEHICLE,Browns Mill Park,33.68294,-84.39416999999999,2017-09-24 20:00:00
172680354,3004 PIEDMONT RD NE,Morning Watch,,LARCENY-NON VEHICLE,Garden Hills,33.83667,-84.36813000000001,2017-09-25 03:00:00
172680981,3535 PEACHTREE RD NE ,Day Watch,12,LARCENY-NON VEHICLE,Lenox,33.85272,-84.36021,2017-09-25 10:55:00
172681196,3209 PACES FERRY PL NW ,Day Watch,24,LARCENY-NON VEHICLE,South Tuxedo Park,33.842209999999994,-84.38181999999999,2017-09-25 11:50:00
172681381,3440 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,North Buckhead,33.85092,-84.36178000000001,2017-09-24 12:36:00
172681452,2625 PIEDMONT RD NE,Day Watch,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82678,-84.36699,2017-09-25 13:45:00
172681548,2034 METROPOLITAN PKWY SW,Day Watch,8,LARCENY-NON VEHICLE,Sylvan Hills,33.69873,-84.40798000000001,2017-09-25 14:30:00
172681776,1544 PIEDMONT AVE NE@ANSLEY MALL II ,Evening Watch,18,LARCENY-NON VEHICLE,Piedmont Heights,33.798120000000004,-84.36962,2017-09-25 16:28:00
172681907,3330 PIEDMONT RD NE @KROGER - PIEDMONT,Evening Watch,12,LARCENY-NON VEHICLE,Buckhead Forest,33.84621,-84.37276999999999,2017-09-25 14:30:00
172682219,1371 MARKET ST NW,Evening Watch,8,LARCENY-NON VEHICLE,Atlantic Station,33.7921,-84.3949,2017-09-25 19:40:00
172680179,1106 SYLVAN RD SW,Morning Watch,13,LARCENY-FROM VEHICLE,Oakland City,33.72445,-84.41796,2017-09-25 00:15:00
172680619,705 STOVALL BLVD NE,Morning Watch,,LARCENY-FROM VEHICLE,North Buckhead,33.86331,-84.36456,2017-09-25 01:00:00
172680674,1130 DONALD LEE HOLLOWELL PKWY NW,Day Watch,29,LARCENY-FROM VEHICLE,Bankhead,33.77271,-84.42444,2017-09-24 22:00:00
172680721,3324 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,North Buckhead,33.84595,-84.36851999999999,2017-09-24 20:30:00
172680726,28 DELTA PL NE,Day Watch,13,LARCENY-FROM VEHICLE,Inman Park,33.754909999999995,-84.35928,2017-09-24 23:00:00
172680929,258 PRESTON LN SW,Day Watch,20,LARCENY-FROM VEHICLE,Browns Mill Park,33.68607,-84.39549,2017-09-25 03:30:00
172680959,1111 MORELAND AVE SE,Day Watch,23,LARCENY-FROM VEHICLE,Ormewood Park,33.72435,-84.34954,2017-09-25 09:30:00
172681024,1059 LANIER BLVD NE,Day Watch,20,LARCENY-FROM VEHICLE,Virginia Highland,33.78349,-84.3525,2017-09-25 10:00:00
172681193,1144 ZIMMER DR NE,Day Watch,20,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.79318,-84.34980999999999,2017-09-25 11:55:00
172681216,3800 PRINCETON LAKES PKWY,Day Watch,9,LARCENY-FROM VEHICLE,Princeton Lakes,33.65652,-84.5126,2017-09-25 12:21:00
172681292,3660 CAMP CREEK PKWY SW,Day Watch,18,LARCENY-FROM VEHICLE,Princeton Lakes,33.654379999999996,-84.50793,2017-09-25 12:00:00
172681335,925 TUCKAWANNA DR SW,Day Watch,,LARCENY-FROM VEHICLE,Cascade Heights,33.73057,-84.48569,2017-09-25 01:00:00
172681533,757 CLEVELAND AVE SW,Evening Watch,99,LARCENY-FROM VEHICLE,Perkerson,33.681329999999996,-84.41363,2017-09-25 14:46:00
172681551,150 CARNEGIE WAY NW,Day Watch,18,LARCENY-FROM VEHICLE,Downtown,33.758359999999996,-84.38866,2017-09-25 08:30:00
172681579,3535 PEACHTREE RD NE,Unknown,18,LARCENY-FROM VEHICLE,Lenox,33.85272,-84.36021,2017-09-25 13:35:00
172681643,999 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78155,-84.38391,2017-09-25 15:00:00
172681738,887 PEACHTREE ST,Evening Watch,18,LARCENY-FROM VEHICLE,Midtown,33.778529999999996,-84.38431,2017-09-25 14:00:00
172681841,2521 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82412,-84.36713,2017-09-25 00:00:00
172681863,2252 HARRY BROOKS DR NW,Evening Watch,,LARCENY-FROM VEHICLE,Bolton,33.81667,-84.45846,2017-09-25 16:50:00
172681934,3580 CAMPBELLTON RD SW,Evening Watch,23,LARCENY-FROM VEHICLE,,33.69004,-84.50549000000001,2017-09-25 17:22:00
172681965,2222 PEACHTREE RD NW,Evening Watch,26,LARCENY-FROM VEHICLE,,33.81527,-84.39161,2017-09-22 17:00:00
172682317,352 OAK DR SE,Evening Watch,99,LARCENY-FROM VEHICLE,Glenrose Heights,33.66807,-84.38202,2017-09-25 20:46:00
172682357,3405 PIEDMONT RD NE,Unknown,18,LARCENY-FROM VEHICLE,North Buckhead,33.84776,-84.37325,2017-09-25 10:30:00
172641558,1362 COLLIER ROAD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Underwood Hills,33.81049,-84.43288000000001,2017-09-20 17:00:00
172701405,972 FERN AVE,Morning Watch,20,LARCENY-FROM VEHICLE,Peoplestown,33.72784,-84.38504,2017-09-26 22:00:00
172690097,3755 CARMIA DR SW,Evening Watch,,LARCENY-FROM VEHICLE,Princeton Lakes,33.6569,-84.51004,2017-09-25 20:00:00
172690108,141 AUBURN AVE NE ,Morning Watch,18,LARCENY-FROM VEHICLE,Downtown,33.75547,-84.38308,2017-09-26 00:53:00
172690276,120 DELMOOR DR NW,Morning Watch,20,LARCENY-FROM VEHICLE,,33.75721,-84.4916,2017-09-25 17:00:00
172690394,132 OTTLEY DR NE,Morning Watch,18,LARCENY-FROM VEHICLE,,33.80737,-84.3832,2017-09-25 23:03:00
172690572,76 12TH ST NE,Morning Watch,26,LARCENY-FROM VEHICLE,Midtown,33.78464,-84.38515,2017-09-25 23:00:00
172690766,740 SIDNEY MARCUS BLVD NE,Day Watch,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82598,-84.36335,2017-09-25 22:30:00
172691024,1328 AVALON PL NE,Day Watch,13,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.79077,-84.3522,2017-09-25 20:00:00
172691161,266 9TH ST NE,Morning Watch,20,LARCENY-FROM VEHICLE,Midtown,33.78065,-84.37864,2017-09-25 21:30:00
172691221,185 OTTLEY DR NE,Evening Watch,18,LARCENY-FROM VEHICLE,,33.808279999999996,-84.3816,2017-09-25 21:38:00
172691342,1210 HOWELL MILL RD NW,Day Watch,18,LARCENY-FROM VEHICLE,Blandtown,33.787459999999996,-84.4119,2017-09-26 10:00:00
172691373,1050 WINDSOR ST SW,Day Watch,20,LARCENY-FROM VEHICLE,Pittsburgh,33.72614,-84.3983,2017-09-26 12:31:00
172691730,655 SEMINOLE AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,Poncey-Highland,33.77214,-84.35064,2017-09-25 08:00:00
172691736,710 BERKELEY AVE NW,Unknown,18,LARCENY-FROM VEHICLE,Berkeley Park,33.79722,-84.41165,2017-09-26 14:35:00
172691849,1861 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Brookwood Hills,33.80588,-84.39383000000001,2017-09-26 15:45:00
172691858,2259 HARRY BROOKS DR NW,Day Watch,20,LARCENY-FROM VEHICLE,Bolton,33.81678,-84.45863,2017-09-25 14:00:00
172692151,3500 PEACHTREE RD NE @PHIPPS PLAZA,Day Watch,18,LARCENY-FROM VEHICLE,North Buckhead,33.85252,-84.36116,2017-09-26 06:00:00
172692198,327 PETERS ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,Castleberry Hill,33.74586,-84.40364,2017-09-26 14:30:00
172692203,782 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,Virginia Highland,33.77389,-84.36165,2017-09-26 17:00:00
172692262,828 RALPH MCGILL BLVD NE,Evening Watch,18,LARCENY-FROM VEHICLE,Poncey-Highland,33.767790000000005,-84.36008000000001,2017-09-26 16:30:00
172692266,475 FELTON DR NE,Evening Watch,13,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76732,-84.37431,2017-09-26 12:00:00
172692303,1065 PEACHTREE ST NE,Day Watch,18,LARCENY-FROM VEHICLE,Midtown,33.78363,-84.38344000000001,2017-09-26 08:30:00
172692388,180 WALKER ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,Castleberry Hill,33.74964,-84.40132,2017-09-26 18:55:00
172692545,300 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,Downtown,33.76141,-84.39621,2017-09-26 18:30:00
172692656,987 BLUE RIDGE AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,Poncey-Highland,33.77235,-84.35516,2017-09-26 18:30:00
172692716,215 MITCHELL ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,Downtown,33.75201,-84.39478000000001,2017-09-26 20:00:00
172692751,345 CANDLER RD SE,Morning Watch,99,LARCENY-FROM VEHICLE,East Lake,33.74315,-84.29029,2017-09-26 00:49:00
172692756,454 FLAT SHOALS AVE SE,Evening Watch,18,LARCENY-FROM VEHICLE,East Atlanta,33.74158,-84.34676999999999,2017-09-26 19:30:00
172692805,475 MORELAND AVE SE,Morning Watch,99,LARCENY-FROM VEHICLE,Ormewood Park,33.74116,-84.34935,2017-09-26 23:10:00
172692812,2275 CHESHIRE BRIDGE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,33.81734,-84.35191999999999,2017-09-26 22:45:00
172692817,3760 PRINCETON LAKES PKWY SW,Evening Watch,18,LARCENY-FROM VEHICLE,Princeton Lakes,33.65753,-84.50990999999999,2017-09-26 21:00:00
172692837,1811 PIEDMONT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.804809999999996,-84.36735999999999,2017-09-26 21:30:00
172692842,1595 MARIETTA BLVD NW,Morning Watch,18,LARCENY-FROM VEHICLE,Hills Park,33.7983,-84.43397,2017-09-26 23:25:00
172691308,3535 PEACHTREE RD NE ,Day Watch,8,LARCENY-NON VEHICLE,Lenox,33.85272,-84.36021,2017-09-16 12:40:00
172691356,1275 CAROLINE ST NE @TARGET - CAROLINE,Day Watch,8,LARCENY-NON VEHICLE,Edgewood,33.758309999999994,-84.34638000000001,2017-09-26 12:00:00
172691499,3030 HEADLAND DR SW,Day Watch,24,LARCENY-NON VEHICLE,Greenbriar,33.68947,-84.48798000000001,2017-09-21 19:58:00
172691596,950 WEST PEACHTREE ST NE,Evening Watch,12,LARCENY-NON VEHICLE,Midtown,33.78049,-84.38423,2017-09-26 14:10:00
172691657,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,Evening Watch,8,LARCENY-NON VEHICLE,North Buckhead,33.849109999999996,-84.37075,2017-09-26 14:31:00
172691850,375 18TH ST NW @TARGET - 18TH,Evening Watch,24,LARCENY-NON VEHICLE,Atlantic Station,33.792390000000005,-84.39981999999999,2017-09-26 15:30:00
172691888,564 LEE ST SW,Evening Watch,24,LARCENY-NON VEHICLE,West End,33.739709999999995,-84.41396,2017-09-26 15:56:00
172692547,590 CASCADE AVE SW @KROGER - CASCADE,Evening Watch,8,LARCENY-NON VEHICLE,West End,33.73856,-84.43406999999999,2017-09-26 19:31:00
172690681,3810 KENNER DR SW,Day Watch,18,LARCENY-FROM VEHICLE,Adamsville,33.75513,-84.50593,2017-09-26 07:53:00
172690828,401 WINDSOR ST SW,Day Watch,99,LARCENY-FROM VEHICLE,Mechanicsville,33.743320000000004,-84.39829,2017-09-20 05:00:00
172691745,9 HOLLY DOWNS CT NW,Day Watch,26,LARCENY-NON VEHICLE,Home Park,33.78487,-84.39659,2017-09-26 13:00:00
172690383,2315 GLENWOOD AVE SE,Unknown,23,LARCENY-NON VEHICLE,East Lake,33.74002,-84.31169,2017-09-26 03:50:00
172691585,2869 LAKEWOOD AVE SW,Evening Watch,8,LARCENY-NON VEHICLE,Sylvan Hills,33.697309999999995,-84.41086999999999,2017-09-26 12:30:00
172690506,115 BONAIR ST SW,Morning Watch,20,LARCENY-NON VEHICLE,Atlanta University Center,33.75156,-84.41568000000001,2017-09-22 21:00:00
172690720,919 WENDOVER DR NE,Day Watch,20,LARCENY-NON VEHICLE,Brookhaven,33.855579999999996,-84.35724,2017-09-21 12:00:00
172690823,130 26TH ST NW,Unknown,26,LARCENY-NON VEHICLE,Brookwood,33.802009999999996,-84.39791,2017-09-26 03:40:00
172691116,3832 LAND O LAKES DR NE,Day Watch,20,LARCENY-NON VEHICLE,North Buckhead,33.85908,-84.3767,2017-09-26 10:25:00
172691164,138 LAMAR AVE NW,Unknown,26,LARCENY-NON VEHICLE,Dixie Hills,33.75478,-84.4592,2017-09-26 11:00:00
172691188,2859 CARDO DR NW,Day Watch,20,LARCENY-NON VEHICLE,Lincoln Homes,33.80044,-84.48134,2017-09-26 10:00:00
172691347,890 MCWILLIAMS ROAD SE,Day Watch,20,LARCENY-NON VEHICLE,Leila Valley,33.6888,-84.36092,2017-09-25 18:30:00
172692106,1239 RICHLAND RD SW,Day Watch,20,LARCENY-NON VEHICLE,Oakland City,33.73089,-84.42879,2017-09-26 17:28:00
172692176,1082 METROPOLITAN PKWY SW,Evening Watch,20,LARCENY-NON VEHICLE,Pittsburgh,33.72531,-84.40779,2017-09-21 16:00:00
172692234,1453 BEATIE AVE SW,Evening Watch,20,LARCENY-NON VEHICLE,Capitol View,33.71532,-84.411,2017-09-23 10:00:00
172682175,500 JAMES P BRAWLEY DR ,Evening Watch,12,AUTO THEFT,English Avenue,33.77008,-84.41449,2017-09-26 19:24:00
172692002,870 MAYSON TURNER RD NW,Evening Watch,26,ROBBERY-PEDESTRIAN,Vine City,33.756,-84.41629,2017-09-26 15:30:00
172692439,130 PEACHTREE ST NW,Evening Watch,13,ROBBERY-PEDESTRIAN,Downtown,33.75711,-84.38811,2017-09-25 16:00:00
172691067,752 JONES AVE NW,Day Watch,20,ROBBERY-RESIDENCE,English Avenue,33.76415,-84.41189,2017-09-26 10:20:00
172690667,646 SMITH ST SW,Day Watch,20,AUTO THEFT,Mechanicsville,33.737320000000004,-84.40073000000001,2017-09-25 21:00:00
172692301,1180 W MARIETTA ST NW,Day Watch,23,AUTO THEFT,Knight Park/Howell Station,33.785740000000004,-84.42586999999999,2017-09-26 08:00:00
172692340,529 PEACHTREE ST NE,Evening Watch,18,AUTO THEFT,Downtown,33.769009999999994,-84.38511,2017-09-26 10:00:00
172692826,914 HOWELL MILL RD NW,Morning Watch,18,AUTO THEFT,Home Park,33.77983,-84.41043,2017-09-26 22:34:00
172692789,655 ETHEL ST NW,Evening Watch,18,AGG ASSAULT,Home Park,33.78463,-84.40859,2017-09-26 21:48:00
172690488,235 PEACHTREE ST SW ,Morning Watch,1,AGG ASSAULT,Downtown,33.74818,-84.39532,2017-09-26 05:20:00
172690751,205 7TH ST NE,Morning Watch,20,BURGLARY-RESIDENCE,Midtown,33.77818,-84.38043,2017-09-23 23:00:00
172681899,517 MAGNOLIA WAY NW,Evening Watch,26,BURGLARY-RESIDENCE,Vine City,33.75823,-84.41421,2017-09-26 07:45:00
172690656,785 LEE ST SW,Day Watch,12,BURGLARY-NONRES,West End,33.73386,-84.41422,2017-09-26 00:00:00
172692295,330 RALPH MCGILL BLVD NE @MCGILL PLACE APTS,Evening Watch,26,BURGLARY-NONRES,Old Fourth Ward,33.764140000000005,-84.37642,2017-09-26 03:02:00
172690065,445 CLEVELAND AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,Rosedale Heights,33.681490000000004,-84.37151999999999,2017-09-25 00:20:00
172690789,3200 STONE RD SW,Day Watch,26,BURGLARY-RESIDENCE,Greenbriar,33.6697,-84.49403000000001,2017-09-25 19:00:00
172691488,1317 REDFORD DR SE,Evening Watch,20,BURGLARY-RESIDENCE,Rebel Valley Forest,33.68743,-84.35474,2017-09-22 08:00:00
172691552,3244 VERDANT DR SW,Day Watch,20,BURGLARY-RESIDENCE,Greenbriar,33.68245,-84.49597,2017-09-26 13:48:00
172691717,3224 VERDANT DR SW,Evening Watch,26,BURGLARY-RESIDENCE,Greenbriar,33.68461,-84.4963,2017-09-25 23:45:00
172692338,377 LAWTON ST SW,Evening Watch,,BURGLARY-RESIDENCE,West End,33.74473,-84.42341,2017-09-26 06:00:00
172700850,1660 CECILE AVE SE,Day Watch,20,BURGLARY-RESIDENCE,East Atlanta,33.7341,-84.33317,2017-09-27 09:13:00
172700962,262 ARTHUR LANGFORD JR PL SW,Day Watch,26,BURGLARY-RESIDENCE,Joyland,33.71412,-84.39753,2017-09-27 10:08:00
172701435,2232 DUNSEATH AVE NW,Morning Watch,20,BURGLARY-RESIDENCE,Bolton,33.81667,-84.4492,2017-09-26 21:00:00
172701551,2947 RIVER RIDGE DR SE,Evening Watch,99,BURGLARY-RESIDENCE,Orchard Knob,33.67367,-84.38105,2017-09-27 14:44:00
172701614,3199 DELMAR LN NW,Evening Watch,20,BURGLARY-RESIDENCE,,33.75611,-84.49215,2017-09-27 09:55:00
172701736,3909 CAMPBELLTON RD SW,Evening Watch,26,BURGLARY-RESIDENCE,Kings Forest,33.6924,-84.51637,2017-09-27 13:00:00
172700659,339 BUCKHEAD AVE NE,Day Watch,99,BURGLARY-NONRES,Buckhead Village,33.83811,-84.37666,2017-09-26 20:00:00
172700846,2121 HOLLYWOOD RD NW,Unknown,,BURGLARY-NONRES,Riverside,33.81326,-84.46875,2017-09-26 18:00:00
172700833,2441 GLENWOOD AVE SE,Day Watch,20,BURGLARY-RESIDENCE,East Lake,33.73989,-84.30700999999999,2017-09-27 02:00:00
172701509,2524 MARTIN L KING JR DR SW,Day Watch,26,BURGLARY-RESIDENCE,Harland Terrace,33.75285,-84.47033,2017-09-27 05:30:00
172702044,803 PRYOR ST SW,Unknown,20,AGG ASSAULT,Mechanicsville,33.73283,-84.39402,2017-09-27 17:35:00
172702056,2350 CHESHIRE BRIDGE RD NE,Evening Watch,99,AGG ASSAULT,Lindridge/Martin Manor,33.819140000000004,-84.3515,2017-09-27 16:00:00
